id,harbour,description,country,worktype,length,depth,duration,start,finish,cost(M$),owner,contractor,consultant,Hydr.Lab,type,Hs,Tz,Tp,front armour,front (unit),front size,front slope,rear armour,rear (unit),rear size,rear slope,heigth,width,wall,comments,Lat,Lon
304,Durres,,Albania,Rehabilitation,0,0,0,0,0,0,,,Haskoning,,Rubble Mound,0.0,0.0,0.0,,ton,0.0,1:0,,ton,0.0,1:0,0.0,0.0,0.0,,41.308,19.456
1,Arzew,North breakwater,Algeria,New construction,1250,25,5,1972,1978,1234,Port of Arzew,,,,Rubble Mound,9.8,13.0,14.2,Tetrapod,ton,48.0,1:1.33,rock,ton,4.0,1:2,9.0,0.0,0.0,Major failure during severe storm in 1980,35.82,-0.254
2,Skikda,,Algeria,,0,16,4,0,1973,0,,,,,Rubble Mound,9.0,13.0,0.0,Tetrapod,ton,43.0,1:0,,,0.0,1:0,0.0,0.0,0.0,,36.889,6.92588
12,Arzew,North breakwater,Algeria,Rehabilitation,0,0,0,1986,1986,0,Port of Arzew,Boskalis,Nedeco,,Rubble Mound,0.0,0.0,0.0,Antifer,ton,65.0,1:0,,,0.0,1:0,0.0,0.0,0.0,,35.82,-0.254
282,Alger-Agha,,Algeria,,0,18,0,0,0,0,,,,,Rubble Mound,0.0,0.0,0.0,Cubes,ton,46.0,1:1.25,,ton,0.0,1:0,5.5,0.0,0.0,,36.769,3.071
283,Algiers,North breakwater,Algeria,,0,33,0,0,0,0,,,,,Rubble Mound,0.0,0.0,0.0,Cubes,m3,15.0,1:1,,ton,0.0,1:1,5.5,0.0,0.0,,36.781,3.071
351,Oran,,Algeria,,0,20,0,0,0,0,,,,,Rubble Mound,0.0,0.0,0.0,Cubes,m3,20.0,1:1,Rock,ton,0.0,1:1.33,0.0,0.0,0.0,Subject to multiple improvements,35.713,-0.6409999999999999
352,Philippeville,,Algeria,,0,15,0,0,1890,0,,,,,Rubble Mound,0.0,0.0,0.0,Cubes,m3,15.0,1:1.5,Rock,ton,0.0,1:1.25,6.0,15.5,0.0,Subject to multiple improvements,36.889,6.925
359,Algiers,Mustapha breakwater,Algeria,,0,0,0,0,1923,0,,,,,Composite,0.0,0.0,0.0,,ton,0.0,1:0,,ton,0.0,1:0,0.0,0.0,0.0,Cyclopean block breakwater,36.766,3.071
389,Arzew,,Algeria,,0,0,0,2009,0,0,,,,,Rubble Mound,0.0,0.0,0.0,Accropode,m3,6.3,1:0,,ton,0.0,1:0,0.0,0.0,0.0,in progress,35.847,-0.266
511,Dande,Dalia UFL spool base jetty,Angola,Reinforcement,300,9,0,2007,0,0,,,,,Rubble Mound,7.0,0.0,16.0,Accropode II,m3,8.0,1:1.5,,ton,0.0,1:0,0.0,0.0,0.0,,-8.465,13.37
3,Porto Quequen,West Breakwater,Argentina,Rehabilitaiton and 500 m extension,11,0,4,0,2007,0,,,,,Rubble Mound,7.2,0.0,15.0,Core-Loc,m3,11.0,1:1.33,,,0.0,1:0,0.0,0.0,0.0,,-38.583,-58.698
326,"Caleta la Mision, Tierra del Fuego",,Argentina,,0,0,0,2001,2001,0,,,COWI,,Rubble Mound,7.5,0.0,0.0,Core-Loc,ton,0.0,1:0,,ton,0.0,1:0,0.0,0.0,0.0,,-53.702,-67.812
408,Rawson,,Argentina,,0,7,0,2001,2003,0,,,,,Rubble Mound,4.7,0.0,16.0,Accropode,m3,3.0,1:1.33,Accropode,m3,0.0,1:0,0.0,0.0,0.0,,-43.342,-65.05
450,Comodoro Rivadavia,,Argentina,Protection of reclaimed land,0,5,0,1996,1997,0,,,,,Revetment,3.3,0.0,9.0,Accropode,m3,1.0,1:1.33,Accropode,ton,0.0,1:0,0.0,0.0,0.0,,-45.861,-67.461
456,Comodoro Rivadavia,,Argentina,Breakwater extension,350,8,0,1995,1996,0,,,,,Rubble Mound,6.0,0.0,12.0,Accropode,m3,9.0,1:1.33,,ton,0.0,1:0,0.0,0.0,0.0,,-45.861,-67.461
4,Cape Preston,,Australia,,1800,8,0,2008,0,0,,,,,Rubble Mound,5.2,0.0,15.0,Core-Loc,m3,5.0,1:1.5,,,0.0,1:0,0.0,0.0,0.0,,-20.9,116.191
5,Coffs Harbour,,Australia,,0,0,0,0,0,0,,,,,,0.0,0.0,0.0,,,0.0,1:0,,,0.0,1:0,0.0,0.0,0.0,,-30.31,153.146
6,Newcastle,,Australia,,0,0,0,0,0,0,,,,,,0.0,0.0,0.0,,,0.0,1:0,,,0.0,1:0,0.0,0.0,0.0,,-32.915,151.798
200,Hay Point,,Australia,,0,9,0,0,0,0,,,,,Berm,5.0,0.0,7.0,Rock,ton,7.0,1:1.35,Rock,ton,2.0,1:2,8.4,19.0,0.0,,-21.2912,149.3
201,Townsville,,Australia,,0,0,0,0,0,0,,,,,,0.0,0.0,0.0,,ton,0.0,1:0,,ton,0.0,1:0,0.0,0.0,0.0,,-19.2445,146.834
346,Gorgon LNG terminal,,Australia,New Construction,2500,0,0,2010,2011,0,Chevron-Shell JV,BAM-Thiess JV,,WRL Sydney,Rubble Mound,6.0,0.0,0.0,Xbloc,m3,6.0,1:1.33,Xbloc,ton,0.0,1:1.5,0.0,0.0,0.0,,-20.149,117.919
539,Onslow,Protection for LNG Material Offloading F,Australia,New construction,1020,8,0,0,0,0,Chevron Australia,BESIX THIESS JV,Lanier Wallingford International,,Rubble Mound,4.5,0.0,11.6,Accropode II,m3,3.0,1:1.5,Accropode II,m3,3.0,1:1.5,9.2,7.9,0.0,,-21.6815,115.009
513,"Gun point, Ragged Island",North and South breakwaters,Bahamas,Harbour development,300,0,0,0,0,0,,,Baird,,Rubble Mound,0.0,0.0,0.0,Core-Loc,m3,2.5,1:0,,ton,0.0,1:0,0.0,0.0,0.0,,22.232,-75.74
393,Muharraq sewage treatment plant,,Bahrain,,0,10,0,2009,0,0,,,,,Revetment,3.5,0.0,7.0,Accropode,m3,1.5,1:0,,ton,0.0,1:0,0.0,0.0,0.0,in progress,26.195,50.718
7,Zeebrugge,New breakwaters,Belgium,,0,13,0,0,0,0,,TVZ2,Haecon,,,6.2,11.0,0.0,Antifer,ton,25.0,1:1.5,,,1.0,1:0,0.0,0.0,0.0,,51.34399999999999,3.202
508,Cotonou,,Benin,Groyne protection,0,0,0,2009,0,0,,,,,Rubble Mound,0.0,0.0,0.0,Accropode II,m3,4.0,1:0,,ton,0.0,1:0,0.0,0.0,0.0,,6.343,2.432
8,Ilheus,,Brazil,,0,14,0,0,1990,0,,,,,Berm,3.8,0.0,8.0,Rock,ton,4.0,1:0,,,0.0,1:0,0.0,0.0,0.0,,-14.781,-39.025
9,Sergipe,,Brazil,,560,13,0,0,1994,0,,Odebrecht,,,Berm,4.0,0.0,10.0,Rock,ton,4.0,1:0,,,0.0,1:0,0.0,0.0,0.0,,-10.844,-36.918
247,Fortaleza,Pecem,Brazil,New breakwater,500,17,0,0,0,0,,,,INPH,,1.9,6.0,0.0,Rock,ton,4.0,1:1.25,Rock,ton,0.0,1:1,6.5,5.0,0.0,,-3.537,-38.797
341,Itajai,,Brazil,,0,0,0,0,0,0,,,,,Rubble Mound,0.0,0.0,0.0,,ton,0.0,1:0,,ton,0.0,1:0,0.0,0.0,0.0,,-26.914,-48.636
347,Belmonte,Veracel terminal,Brazil,,300,0,0,0,0,0,,Odebrecht,,,Rubble Mound,0.0,0.0,0.0,,ton,0.0,1:0,,ton,0.0,1:0,0.0,0.0,0.0,,-15.839,-38.852
514,Sao Joao da Barra,L-shape breakwater,Brazil,,2000,14,0,2010,0,0,,,,,Rubble Mound,0.0,0.0,0.0,Core-Loc,m3,5.0,1:0,,ton,0.0,1:0,0.0,0.0,0.0,,-21.614,-41.012
407,Burgas,,Bulgaria,,0,12,0,2001,0,0,,,,,Rubble Mound,0.0,0.0,0.0,Accropode,m3,3.0,1:1.33,,ton,0.0,1:0,0.0,0.0,0.0,in progress,42.478,27.478
339,Limbe,,Cameroon,,700,15,0,2006,2007,0,CNIC,BAM,DMC,Deltares,Rubble Mound,2.8,0.0,18.0,Rock,ton,5.0,1:1.5,Rock,ton,0.0,1:1.5,6.4,0.0,0.0,,3.999,9.202
10,Baie Comeau,,Canada,,0,10,0,0,1976,0,,,,,Rubble Mound,0.0,0.0,0.0,Dolos,ton,4.0,1:1.5,,,0.0,1:0,0.0,0.0,0.0,,49.231,-68.12899999999999
11,Cap-aux-Meules,,Canada,,0,5,0,0,1970,0,,,,,Rubble Mound,4.3,0.0,14.5,Dolos,ton,3.0,1:1.5,,,0.0,1:1.25,0.0,0.0,0.0,,47.375,-61.853
31,Chandler,,Canada,,0,0,0,0,0,0,,,,,Rubble Mound,4.9,0.0,10.0,Tetrapod,m3,9.0,1:1.25,,m3,0.0,1:1.25,0.0,0.0,0.0,,48.3433,-64.6585
32,French Creek,,Canada,,0,0,0,0,1978,0,,,,,Rubble Mound,3.0,0.0,6.5,Rock,m3,9.0,1:1.5,,m3,0.0,1:1.5,0.0,0.0,0.0,,49.3512,-124.356
33,Grande - Riviere,,Canada,,0,0,0,0,1974,0,,,,,Rubble Mound,4.9,0.0,10.0,Dolos,t,7.0,1:1.5,,,0.0,1:1.5,0.0,0.0,0.0,,48.3924,-64.4971
34,Matane,,Canada,,1450,0,0,0,1966,0,,,,,Rubble Mound,4.4,0.0,0.0,Tetrapod,t,6.0,1:1.25,,,0.0,1:1.25,0.0,0.0,0.0,,48.8455,-67.5791
35,Musgrave Harbour,,Canada,,0,0,0,0,1972,0,,,,,Rubble Mound,3.0,6.5,0.0,Rock,t,4.0,1:1.5,,,0.0,1:1.5,0.0,0.0,0.0,,49.4548,-53.9537
36,Ogden Point,,Canada,,0,0,0,0,1920,0,,,,,Rubble Mound,3.7,0.0,5.0,Rock,t,10.0,1:1.5,,,0.0,1:1,0.0,0.0,0.0,,48.4138,-123.393
37,Old Pelican,,Canada,,0,0,0,0,1973,0,,,,,Rubble Mound,4.0,0.0,7.5,Rock,t,4.0,1:1.5,,,0.0,1:1.5,0.0,0.0,0.0,,48.0883,-53.0084
38,Riviere-aux-renard,,Canada,,0,0,2,0,1973,0,,,,,Rubble Mound,5.5,0.0,14.0,Dolos,t,4.0,1:1.5,,,0.0,1:1.5,0.0,0.0,0.0,,48.9991,-64.385
367,Comeau bay,,Canada,,0,30,0,0,1966,0,,,,,Caisson,0.0,0.0,0.0,,ton,0.0,1:0,,ton,0.0,1:0,26.0,0.0,56.0,Perforated wall,49.253,-68.132
383,Comeau Bay,,Canada,,0,0,0,0,0,0,,,,,Caisson,0.0,0.0,0.0,,ton,0.0,1:0,,ton,0.0,1:0,0.0,0.0,0.0,Use of perforated wall caissons,49.253,-68.132
212,Palmeira,Phase 1,Cape Verde,Modernization of commercial port,0,8,0,2009,0,0,,,Haskoning,,Rubble Mound,3.3,0.0,0.0,Accropode,m3,2.0,1:2,,ton,0.0,1:0,0.0,0.0,0.0,ongoing,16.7541,-22.9823
39,Puerto de Arica,,Chile,Rehabilitation,1300,12,0,2005,2005,0,Terminal Puerto Arica,,Baird,,Rubble Mound,5.0,0.0,18.0,Core-Loc,m3,5.0,1:1.5,,,0.0,1:0,6.6,5.0,3.0,,-18.4731,-70.3257
400,Loma Larga platform,,Chile,Repair of reclamation,0,3,0,2007,2008,0,,,,,Revetment,6.5,0.0,14.0,Accropode,m3,5.0,1:0,,ton,0.0,1:0,0.0,0.0,0.0,,-33.043,-71.658
423,Loma Larga platform,Protection of water treatment plant,Chile,Repair of platform,0,7,0,1999,1999,0,,,,,Revetment,5.9,0.0,12.0,Accropode,m3,5.0,1:1.5,,ton,0.0,1:0,0.0,0.0,0.0,,-33.043,-71.658
467,"Pamandzi airport, Mayotte",,Comoros,Protection of the runway extension,700,8,0,1993,1995,0,,,,,Revetment,4.2,0.0,14.0,Accropode,m3,2.5,1:1.33,,ton,0.0,1:0,0.0,0.0,0.0,,-12.812,45.285
546,Le Port Autonome de Pointe-Noire,,Congo,Extension,300,12,1,2011,2012,0,,Boskalis,DMC,HR Wallingford,Rubble Mound,5.25,0.0,13.0,Xbloc,m3,3.0,1:1.33,Xbloc,m3,3.0,1:1.33,5.2,10.0,15.0,,-4.773630000000001,11.8239
300,Caldera,,Costa Rica,modification of initial design,75,0,0,0,0,0,,,Haskoning,,,0.0,0.0,0.0,,ton,0.0,1:0,,ton,0.0,1:0,0.0,0.0,0.0,,9.913,-84.721
208,Limassol,,Cyprus,Port extension,600,23,0,1993,1996,79,Cyprus Ports,Archirodon,Coode & Partners,,Rubble Mound,4.1,0.0,0.0,COB,ton,22.0,1:1.33,Rock,ton,3.0,1:1.75,4.0,0.0,0.0,total project costs are mentioned,34.6463,33.0218
40,Hirtshals,,Denmark,,0,9,3,0,1973,0,,,,,Rubble Mound,3.9,8.0,0.0,Dolos,t,8.0,1:1.5,,,0.0,1:1.5,0.0,0.0,0.0,,57.5977,9.95885
319,"Skopun, Faroe Islands",,Denmark,,0,10,0,1995,0,0,,,,,Berm,5.8,0.0,18.0,Rock,ton,12.5,1:1.2,Rock,ton,0.0,1:1.5,8.0,6.0,0.0,,61.912,-6.872999999999999
325,"Tuborg Syd, Hellerup",,Denmark,,0,0,0,0,0,0,Carlsberg Properties,,COWI,,Rubble Mound,0.0,0.0,0.0,Rock,ton,0.0,1:0,Rock,ton,0.0,1:0,0.0,0.0,0.0,,55.72600000000001,12.589
386,Hanstholm,,Denmark,,0,0,0,0,0,0,,,,,Caisson,0.0,0.0,0.0,,ton,0.0,1:0,,ton,0.0,1:0,0.0,0.0,0.0,Use of sloping caissons,57.125,8.596
545,Hvide Sande Harbour,,Denmark,New construction,700,7,0,0,0,12,,,DHI,,Rubble Mound,5.0,0.0,13.0,rock,ton,20.0,1:2,rock,ton,10.0,1:1.5,4.5,4.5,0.0,,55.9983,8.11057
41,Cabo Caucedo,,Dominican Republic,,0,16,0,2002,2004,0,,Bouygues,,,Rubble Mound,8.5,0.0,14.0,Accropode,m3,16.0,1:1.33,,,0.0,1:0,0.0,0.0,0.0,,18.4257,-69.6283
42,Damietta Commercial Port,Western and eastern breakwaters,Egypt,,0,7,0,1982,1986,0,,,,,,6.0,10.0,0.0,Accropode,m3,9.0,1:1.5,,,0.0,1:0,0.0,0.0,0.0,,31.4856,31.7576
183,Idku LNG terminal,,Egypt,,900,12,0,2003,2004,0,,,COWI,,,6.8,0.0,16.0,Core-Loc,ton,11.0,1:1.33,,ton,0.0,1:0,0.0,0.0,0.0,,31.3528,30.3093
430,"Alexandria, Cleopatra",Detached submerged breakwater,Egypt,Shore protection,0,6,0,1998,0,0,,,,,Rubble Mound,4.1,0.0,13.0,Accropode,m3,1.5,1:1.33,,ton,0.0,1:0,0.0,0.0,0.0,Completion is suspended,31.233,29.92
293,Muuga,,Estonia,Piled breakwater concept,0,0,0,2004,2005,0,,,Haskoning,,,0.0,0.0,0.0,,ton,0.0,1:0,,ton,0.0,1:0,0.0,0.0,0.0,,59.493,24.971
43,Bastia Commercial Harbour,,France,Consolidation of main breakwater - 1st s,0,5,0,1983,1985,0,,,,,,6.0,11.0,0.0,Accropode,m3,4.0,1:1.33,,,0.0,1:0,0.0,0.0,0.0,,42.7012,9.4565
44,Bastia Commercial Harbour,,France,Consolidation of main breakwater - 2nd s,0,25,0,1985,1986,0,,,,,,6.0,0.0,11.0,Accropode,m3,6.0,1:1.33,,,0.0,1:0,0.0,0.0,0.0,,42.7012,9.4565
45,"Bastia , Toga marina",,France,Rehabilitation of breakwater,0,15,1,1998,1998,0,,,,,Rubble Mound,6.1,0.0,11.0,Accropode,m3,9.0,1:1.33,,,0.0,1:0,0.0,0.0,0.0,,42.709,9.45623
46,Calais Commercial Port,Eastern breakwater,France,,1100,17,0,1984,1986,0,,,,,,6.5,0.0,10.0,Accropode,m3,12.0,1:1.33,,,0.0,1:0,0.0,0.0,0.0,,50.9716,1.84407
47,Dunkirk (avant Port Ouest),,France,,0,28,5,0,1975,0,,,,,Rubble Mound,6.5,10.0,0.0,Cubes,t,20.0,1:1.33,,,0.0,1:1.33,0.0,0.0,0.0,,51.0382,2.16726
48,Frioul Marina,Main breakwater,France,,0,3,0,1984,1984,0,,,,,,0.0,0.0,0.0,Accropode,m3,4.0,1:1.33,,,0.0,1:0,0.0,0.0,0.0,,43.279,5.31183
49,Ile Rousse,Main breakwater,France,Consolidation of main breakwater,0,6,0,1986,1988,0,,,,,,5.5,11.0,11.0,Accropode,m3,4.0,1:1.33,,,0.0,1:0,0.0,0.0,0.0,,42.6414,8.9385
52,Le Havre - Antifer,,France,,0,30,3,0,1974,0,,,,,Rubble Mound,7.3,9.0,0.0,Cubes,t,24.0,1:1.4,,,0.0,1:1.4,0.0,0.0,0.0,,49.6517,0.148207
53,Le Havre - Port 2000,,France,,3700,10,0,2002,2005,0,,Deme / Vinci JV,,,Rubble Mound,3.7,0.0,8.0,Accropode,m3,3.0,1:1.5,,,0.0,1:0,0.0,0.0,0.0,,49.4579,0.130584
54,"Molene Harbour, Brittany",Main breakwater,France,Consolidation of main breakwater,0,1,0,1985,1985,0,,,,,,6.0,0.0,19.0,Accropode,m3,12.0,1:1.33,,,0.0,1:0,0.0,0.0,0.0,,48.4015,-4.95696
55,Nice,Main breakwater,France,Consolidation of main breakwater,300,8,0,1989,1990,0,,,,,,0.0,0.0,0.0,Accropode,m3,16.0,1:1.33,,,0.0,1:0,0.0,0.0,0.0,,43.6924,7.285480000000001
57,Sete,Dellon offshore breakwater,France,Rehabilitation of seaward roundhead,0,14,0,1992,1992,0,,,,,Rubble Mound,8.5,0.0,11.0,Accropode,m3,20.0,1:1.33,,,0.0,1:0,0.0,0.0,0.0,Previously armoured with tetrapods,43.3964,3.71702
58,Sete,Epi Dellon,France,,0,0,0,1979,1981,0,,,,,Rubble Mound,6.2,9.0,0.0,Tetrapod,,24.0,1:1.33,,,0.0,1:1.33,0.0,0.0,0.0,,43.4,3.73
59,Sete,Digue Est,France,,1800,0,0,1980,1982,0,,,,,,0.0,0.0,0.0,Accropode,,10.0,1:1.33,,,0.0,1:1.33,0.0,0.0,0.0,,43.4,3.72831
60,Sete,Eastern breakwater,France,,0,9,0,1981,1981,0,,,,,,0.0,0.0,0.0,Accropode,m3,4.0,1:1.33,,,0.0,1:0,0.0,0.0,0.0,,43.4149,3.74571
61,Sete - Rhone Sete canal outlet,Eastern breakwater,France,,0,5,0,1986,1987,0,,,,,Rubble Mound,0.0,0.0,0.0,Accropode,m3,4.0,1:1.33,,,0.0,1:0,0.0,0.0,0.0,,43.4233,3.75144
184,Argeles,,France,Renovation of existing breakwater,0,8,1,1998,1999,0,,,,,,5.6,0.0,12.0,Accropode,ton,6.0,1:1.33,,ton,0.0,1:0,0.0,0.0,0.0,,42.5434,3.05439
185,Bastia,,France,Reinforcement of north jetty breakwater,0,13,0,1999,1999,0,,,,,,6.7,0.0,12.0,Accropode,m3,6.0,1:1.33,,ton,0.0,1:0,0.0,0.0,0.0,,42.6942,9.45343
286,Cherbourg,,France,,0,10,0,1781,0,0,,,,,Composite,0.0,0.0,0.0,Rock,ton,0.0,1:0,Rock,ton,0.0,1:0,10.8,0.0,0.0,Cross-section subject to multiple historical alterations,49.674,-1.624
353,Marseille,Outer breakwater,France,,0,0,0,1845,0,0,,,,,Composite,0.0,0.0,0.0,Cubes,ton,33.0,1:2,,ton,0.0,1:0,8.4,0.0,0.0,,43.302,5.36
360,Marseille,Cyclopean block breakwater,France,,0,0,0,1930,1953,0,,,,,Composite,0.0,0.0,0.0,Rock,ton,0.0,1:1.33,Rock,ton,0.0,1:1.33,6.5,11.0,0.0,Subject to multiple improvements,43.343,5.324
414,Frontignan - Sete,Protection of coastal road,France,,0,7,0,2000,2001,0,,,,,Rubble Mound,5.5,0.0,11.0,Accropode,m3,4.0,1:1.33,Accropode,ton,0.0,1:0,0.0,0.0,0.0,,43.41399999999999,3.738
422,Gruissan,South jetty,France,Reinforcement,0,6,0,1999,1999,0,,,,,Rubble Mound,4.9,0.0,11.0,Accropode,m3,4.0,1:1.33,Accropode,ton,0.0,1:0,0.0,0.0,0.0,,43.09399999999999,3.113
453,"Joinville, Isle of Yeu",,France,Breakwater extension,0,8,0,1995,1996,0,,,,,Rubble Mound,4.5,0.0,14.0,Accropode,m3,2.5,1:1.33,Accropode,ton,0.0,1:0,0.0,0.0,0.0,,46.72600000000001,-2.345
459,Palavas-les-Flots marina,,France,Breakwater extension,550,5,0,1994,1995,0,,,,,Rubble Mound,4.2,0.0,12.0,Accropode,m3,3.0,1:1.33,,ton,0.0,1:0,0.0,0.0,0.0,,43.52399999999999,3.934
460,Bastia commercial port,Saint Nicolas jetty,France,Reconstruction of roundhead,0,13,0,1994,1995,0,,,,,Rubble Mound,6.7,0.0,12.0,Accropode,m3,12.0,1:1.33,,ton,0.0,1:0,0.0,0.0,0.0,,42.698,9.455
468,Cap Sicie,,France,Protection of reclaimed land,0,5,0,1993,1993,0,,,,,Revetment,6.3,0.0,12.0,Accropode,m3,6.3,1:1.33,,ton,0.0,1:0,0.0,0.0,0.0,,43.049,5.851
470,"Marseille, Pointe rouge",,France,Rehabilitation of main breakwater,600,10,0,1992,1993,0,,,,,Rubble Mound,5.3,0.0,9.0,Accropode,m3,6.3,1:1.33,,ton,0.0,1:0,0.0,0.0,0.0,,43.244,5.363
475,Gruissan,,France,Rehabilitation of roundhead,0,6,0,1991,1992,0,,,,,Rubble Mound,4.9,0.0,11.0,Accropode,m3,4.0,1:1.33,,ton,0.0,1:0,0.0,0.0,0.0,,43.11,3.132
479,Gravelines,,France,Extension of jetties,600,7,0,1991,1992,0,,,,,Revetment,0.0,0.0,0.0,Accropode,m3,6.3,1:1.33,,ton,0.0,1:0,0.0,0.0,0.0,,51.01,2.097
483,Toga fill platform,2nd stage,France,Extension,0,9,0,1989,1990,0,,,,,Revetment,7.0,0.0,13.0,Accropode,m3,0.0,1:0,,ton,0.0,1:0,0.0,0.0,0.0,,42.705,9.455
486,Fortignan fishing harbour,,France,,0,5,2,1989,1990,0,,,,,Rubble Mound,0.0,0.0,0.0,Accropode,m3,4.0,1:1.33,,ton,0.0,1:0,0.0,0.0,0.0,,43.42,3.747
487,Saint-Denis d Oleron marina,,France,,0,2,0,1988,1989,0,,,,,Rubble Mound,0.0,0.0,0.0,Accropode,m3,1.5,1:1.75,,ton,0.0,1:0,0.0,0.0,0.0,,46.037,-1.368
