id,harbour,description,country,worktype,length,depth,duration,start,finish,cost(M$),owner,contractor,consultant,Hydr.Lab,type,Hs,Tz,Tp,front armour,front (unit),front size,front slope,rear armour,rear (unit),rear size,rear slope,heigth,width,wall,comments,Lat,Lon
490,Toga fill platform,1st stage,France,Extension,0,9,0,1988,1989,0,,,,,Revetment,7.0,0.0,10.0,Accropode,m3,6.3,1:1.33,,ton,0.0,1:0,0.0,0.0,0.0,,42.698,9.454
496,Aude river,Breakwater in the estuary,France,,0,4,0,1987,1987,0,,,,,Rubble Mound,0.0,0.0,0.0,Accropode,m3,2.5,1:0,,ton,0.0,1:0,0.0,0.0,0.0,depth-limited waves,43.081,3.007
497,"Bastia, Toga marina",,France,,9,0,0,1987,1988,0,,,,,Rubble Mound,6.5,0.0,12.0,Accropode,m3,9.0,1:0,,ton,0.0,1:0,0.0,0.0,0.0,,42.707,9.455
505,Toga fill platform,,France,,0,4,0,1981,1982,0,,,,,Revetment,0.0,0.0,0.0,Accropode,m3,4.0,1:1.33,,ton,0.0,1:0,0.0,0.0,0.0,,42.705,9.456
506,Cerbere,,France,Reconstruction of existing structures,0,0,0,2010,0,0,,,,,Rubble Mound,0.0,0.0,0.0,Accropode II,m3,9.0,1:0,,ton,0.0,1:0,0.0,0.0,0.0,,42.441,3.167
532,Fos industrial port,Roundhead of breakwater,France,,0,9,0,2007,2007,0,,,,,Rubble Mound,4.0,0.0,9.5,Core-Loc,m3,2.0,1:1.33,,ton,0.0,1:0,0.0,0.0,0.0,,43.415,4.903
540,Gorey Marina,Pierhead,France,New construction,260,0,370,1243,1640,0,Jersey Harbours,,,,Caisson,0.0,0.0,0.0,,,0.0,1:0,,,0.0,1:0,9.7,10.0,0.0,Severely damaged in 1965,49.1979,-2.02123
541,Gorey Marina,Pierhead,France,Maintenance,260,0,2,2013,2014,0,Jersey Harbours,,ARUP Maritime,,Caisson,0.0,0.0,0.0,,,0.0,1:0,,,0.0,1:0,9.7,10.0,0.0,Maintainance of the pierhead,49.1979,-2.02123
558,"St. Catherine, Jersey",Breakwater Roundhead Restoration,France,Maintenance,650,0,0,0,0,0,Jersey Harbours,,,,Rubble Mound,5.1,0.0,0.0,rock,ton,30.0,1:2,rock,ton,30.0,1:2,13.24,4.6,0.0,,49.2235,-2.01464
576,La Collete,Reclamation Breakwater,France,New construction,1700,0,0,0,1993,0,Jersey Harbours,,Coode & Partners,HR Wallingford,Rubble Mound,8.0,0.0,0.0,rock,ton,8.0,1:4,,,0.0,1:1.5,14.0,0.0,0.0,,49.168,-2.11143
50,"Grande-riviere , Martinique",,France overseas,Extension of the fishing harbour,0,5,0,2007,0,0,,,,,Rubble Mound,4.7,0.0,13.0,Accropode,m3,5.0,1:1.33,,,0.0,1:0,0.0,0.0,0.0,ongoing,14.8731,-61.1823
51,"Bellefontaine terminal, Martinique",,France overseas,Consolidation of breakwater,0,8,0,1990,1991,0,,,,,,0.0,0.0,0.0,Accropode,m3,4.0,1:1.33,,,0.0,1:0,0.0,0.0,0.0,,14.672,-61.16399999999999
56,Est,,France overseas,Protection of the spur at entrance of th,0,17,0,2006,2007,0,,,,,Rubble Mound,7.3,0.0,14.5,Accropode,m3,12.0,1:1.5,,,0.0,1:0,0.0,0.0,0.0,,-20.928,55.32100000000001
401,"Sainte Suzanne, La Reunion",Anti-flooding scheme,France overseas,,0,6,1,2007,2008,0,,,,,Rubble Mound,4.4,0.0,14.0,Accropode,m3,3.0,1:1.33,Accropode,m3,0.0,1:1.33,0.0,0.0,0.0,,-20.908,55.61600000000001
406,Le Precheur - Martinique,Protection of RD10 coastal road,France overseas,,0,2,0,2002,2003,0,,,,,Revetment,4.4,0.0,11.0,Accropode,m3,2.5,1:2,,ton,0.0,1:0,0.0,0.0,0.0,,14.797,-61.222
415,St. Pierre et Miquelon,Protection of Buttereaux coastline,France overseas,,0,1,0,2000,0,0,,,,,Revetment,2.4,0.0,9.0,Accropode,m3,2.5,1:1.33,,ton,0.0,1:0,0.0,0.0,0.0,,46.981,-56.347
445,"Gustavia, St. Barthelemy",,France overseas,Protection against erosion,0,6,0,1996,1996,0,,,,,Revetment,6.0,0.0,8.0,Accropode,m3,6.3,1:1.33,,ton,0.0,1:0,0.0,0.0,0.0,,17.901,-62.853
466,Galisbay commercial harbour,,France overseas,Roundhead construction,0,5,0,1993,1994,0,,,,,Rubble Mound,5.1,0.0,13.0,Accropode,m3,6.3,1:1.33,,ton,0.0,1:0,0.0,0.0,0.0,,18.083,-63.085
471,"We, New Caledonia",,France overseas,,0,12,0,1992,1994,0,,,,,Rubble Mound,6.0,0.0,14.0,Accropode,m3,6.3,1:1.33,,ton,0.0,1:0,0.0,0.0,0.0,,-20.917,167.278
476,"Tadine, New Caledonia",,France overseas,,0,10,0,1992,1996,0,,,,,Rubble Mound,4.0,0.0,9.0,Accropode,m3,3.0,1:1.33,,ton,0.0,1:0,0.0,0.0,0.0,,-21.547,167.876
477,Martinique,,France overseas,Shore protection,0,0,0,1992,1992,0,,,,,Revetment,0.0,0.0,0.0,Accropode,m3,2.5,1:0,,ton,0.0,1:0,0.0,0.0,0.0,Several sites along the island,14.644,-60.99100000000001
488,St. Barthelemy,Jeanne d Arc quay,France overseas,,0,4,0,1988,1988,0,,,,,Revetment,0.0,0.0,0.0,Accropode,m3,1.5,1:1.33,,ton,0.0,1:0,0.0,0.0,0.0,,17.9,-62.852
492,"Grande-riviere, Martinique",Coastal protection,France overseas,,0,0,0,1988,1989,0,,,,,Revetment,0.0,0.0,0.0,Accropode,m3,1.5,1:1.33,,ton,0.0,1:0,0.0,0.0,0.0,depth-limited waves,14.874,-61.17899999999999
493,"Grande-riviere, Martinique",Shelter for fishing boats,France overseas,,0,3,0,1988,1989,0,,,,,Rubble Mound,0.0,0.0,0.0,Accropode,m3,1.5,1:1.33,,ton,0.0,1:0,0.0,0.0,0.0,,14.873,-61.182
498,"Beausejour, Guadeloupe",,France overseas,Breakwater extension,0,2,0,1987,1987,0,,,,,Rubble Mound,0.0,0.0,0.0,Accropode,m3,1.5,1:1.5,,ton,0.0,1:0,0.0,0.0,0.0,depth-limited waves,16.295,-61.085
499,"Marigot, Martinique",Coastal protection,France overseas,,0,1,0,1987,1987,0,,,,,Revetment,0.0,0.0,0.0,Accropode,m3,1.5,1:1.33,,ton,0.0,1:0,0.0,0.0,0.0,depth-limited waves,14.825,-61.03100000000001
502,"St. Pierre, Martinique",,France overseas,Protection of coastal road,0,0,0,1985,1986,0,,,,,Revetment,0.0,0.0,0.0,Accropode,m3,1.5,1:1.33,,ton,0.0,1:0,0.0,0.0,0.0,,14.751,-61.18
503,"Grande-riviere fishing harbour, Martiniq",Main breakwater,France overseas,,0,3,0,1985,1985,0,,,,,Rubble Mound,0.0,0.0,0.0,Accropode,m3,1.5,1:1.33,,ton,0.0,1:0,0.0,0.0,0.0,depth-limited waves,14.873,-61.182
504,"Bellefontaine terminal, Martinique",,France overseas,,0,8,0,1981,1983,0,,,,,Revetment,0.0,0.0,0.0,Accropode,m3,4.0,1:0,,ton,0.0,1:0,0.0,0.0,0.0,depth-limited waves,14.672,-61.16399999999999
62,Poti,,Georgia,Rehabilitation of existing breakwater,1800,0,0,2007,2008,0,Poti Seaport,Boskalis,DMC,Deltares-CSIR,Composite,5.2,0.0,0.0,Xbloc,m3,2.0,1:1.5,,,0.0,1:0,0.0,0.0,0.0,Existing concrete cubes remain in place and are covered with filter layer,42.155,41.653
155,Poti,Wave-dissipating blocks,Georgia,New construction,1800,0,0,0,1856,0,,,,,Composite,0.0,0.0,0.0,Cubes,,0.0,1:0,,,0.0,1:0,0.0,0.0,0.0,This breakwater has been built in 1856 and after that has been renovated numerous times. Historical evolution of the cross-section can be seen in the drawing. Finally it was renovated entirely in 2008,42.15600000000001,41.651
340,Takoradi,,Ghana,Breakwater extension,0,0,0,0,0,0,,,,,,0.0,0.0,0.0,,ton,0.0,1:0,,ton,0.0,1:0,0.0,0.0,0.0,,4.883,-1.736
301,Gibraltar Port,Extension of the Southern Mole,Gibraltar,Extension,800,0,10,1895,1905,0,,,,,Rubble Mound,0.0,0.0,0.0,rock,ton,0.0,1:1.5,rock,ton,0.0,1:0,0.0,0.0,0.0,,36.1276,-5.35898
550,Gibraltar Port,Detached Breakwater,Gibraltar,New construction,800,0,10,1895,1905,0,,,,,Caisson,0.0,0.0,0.0,,,0.0,1:0,,,0.0,1:0,0.0,8.0,0.0,,36.1385,-5.3655
551,Gibraltar Port,North Mole,Gibraltar,New construction,450,0,10,1895,1905,0,,,,,Caisson,0.0,0.0,0.0,,,0.0,1:0,,,0.0,1:0,0.0,40.0,0.0,,36.1489,-5.36421
63,Patras Port,,Greece,,0,0,0,0,0,0,,,,,Rubble Mound,0.0,0.0,0.0,,,0.0,1:0,,,0.0,1:0,0.0,0.0,0.0,Earthquake damage 1984,38.2531,21.7324
474,"Plimiri, Rhodes",,Greece,Extension of main breakwater,0,5,0,1992,1993,0,,,,,Rubble Mound,5.0,0.0,10.0,Accropode,m3,6.3,1:1.33,,ton,0.0,1:0,0.0,0.0,0.0,,36.448,28.235
239,Champerico,Fishing harbour,Guatemala,New construction,500,0,1,2008,2008,0,Oret project,Van Oord,Haskoning,,Rubble Mound,4.0,0.0,0.0,Xbloc,m3,4.0,1:1.33,,ton,0.0,1:1.33,0.0,0.0,0.0,,14.292,-91.916
543,Kaumalapau Harbor,,Hawaii,Maintenance,95,5,0,0,2007,0,,,,,Rubble Mound,0.0,0.0,0.0,Core-Loc,ton,35.0,1:1.5,Core-Loc,ton,35.0,1:1.5,4.6,4.4,0.0,Maintance of the old breakwater,20.7859,-156.992
559,Kaumalapau Harbor,,Hawaii,New construction,95,5,0,0,1925,0,,,,,Rubble Mound,0.0,0.0,0.0,,,0.0,1:0,,,0.0,1:0,0.0,0.0,0.0,"Original construction made to protect a barge pier, maintaned in 2007",20.7859,-156.992
434,River Trade,Terminal 38,Hong Kong,Protection of reclaimed land,0,20,0,1997,1999,0,,,,,Revetment,4.2,0.0,7.0,Accropode,m3,3.0,1:1.5,,ton,0.0,1:0,0.0,0.0,0.0,,22.362,113.941
435,River Trade,Offshore breakwater,Hong Kong,,542,20,0,1997,1999,0,,,,,Rubble Mound,4.2,0.0,7.0,Accropode,m3,3.0,1:1.5,,ton,0.0,1:0,0.0,0.0,0.0,,22.36,113.94
64,Akranes,,Iceland,,330,12,0,0,1991,0,,,,,Berm,3.8,0.0,19.0,Rock,t,8.0,1:1.5,,,0.0,1:0.75,10.0,6.0,0.0,,64.3131,-22.0774
65,Bakkafjara,,Iceland,,0,0,0,2008,0,0,,,,,Berm,0.0,0.0,0.0,Rock,,20.0,1:0,,,0.0,1:0,0.0,0.0,0.0,Not yet built but out for tender,66.0221,-14.8256
66,Bakkafjordur,,Iceland,,0,10,0,1983,1984,0,,,,,Berm,4.8,0.0,12.0,Rock,ton,6.0,1:1,Rock,ton,6.0,1:1,7.0,6.0,0.0,,66.0389,-14.8067
67,Blonduos,,Iceland,,225,10,0,1993,1994,0,,,,,Berm,4.8,0.0,12.0,Rock,ton,6.0,1:1.25,Rock,ton,6.0,1:1.35,7.0,5.0,0.0,,65.664,-20.304
68,Bolungarvik,,Iceland,,300,12,0,0,1993,0,,,,,Berm,6.3,0.0,17.0,Rock,ton,10.0,1:0,,,0.0,1:0,0.0,0.0,0.0,,66.1585,-23.2406
69,Dalvik,,Iceland,,0,10,0,1994,1995,0,,,,,Berm,2.5,0.0,8.0,Rock,ton,4.0,1:0,,,0.0,1:0,0.0,0.0,0.0,,65.9739,-18.5208
70,Djupivogur,,Iceland,,0,0,0,0,1995,0,,,,,Berm,3.0,0.0,0.0,,,0.0,1:0,,,0.0,1:0,0.0,0.0,0.0,,64.6603,-14.2794
71,Grindavik,,Iceland,2 new breakwaters,0,0,0,2001,2002,0,,,,,Berm,5.1,0.0,0.0,,,0.0,1:0,,,0.0,1:0,0.0,0.0,0.0,,63.835,-22.4286
72,Hafnarfjordur,,Iceland,,0,0,0,1998,1999,0,,,,,Berm,3.0,0.0,0.0,,,0.0,1:0,,,0.0,1:0,0.0,0.0,0.0,,64.0697,-21.9832
73,Helguvik,,Iceland,2 new breakwaters,0,28,0,0,1986,1988,,,Baird,,Berm,5.9,0.0,10.0,Rock,ton,7.0,1:1.5,Rock,ton,1.7,1:1.5,9.0,6.0,0.0,,64.023,-22.553
74,Helguvik,,Iceland,,0,0,0,2008,0,0,,,,,Berm,5.0,0.0,0.0,,,0.0,1:0,,,0.0,1:0,0.0,0.0,0.0,Not yet built but out for tender,64.0,-22.5
75,Hornafjordur,,Iceland,,0,0,0,0,1995,0,,,,,Berm,3.8,0.0,0.0,,,0.0,1:0,,,0.0,1:0,0.0,0.0,0.0,,64.23,-15.19
76,Husavik,,Iceland,,0,10,0,1988,1989,0,,,,,Berm,4.0,0.0,16.0,Rock,ton,5.0,1:1.25,,,0.0,1:0.75,6.0,4.0,0.0,,66.04,-17.36
77,Husavik,,Iceland,,0,0,0,2001,2002,0,,,,,Berm,6.8,0.0,0.0,,,0.0,1:0,,,0.0,1:0,0.0,0.0,0.0,,66.044,-17.35
78,Keflavik,,Iceland,,0,20,0,0,1996,0,,,,,Berm,3.7,0.0,10.0,Rock,ton,8.0,1:0,,,0.0,1:0,0.0,0.0,0.0,,63.997,-22.544
79,Olafsvik,,Iceland,,0,11,0,0,1995,0,,,,,Berm,4.4,0.0,10.0,Rock,ton,8.0,1:0,,,0.0,1:0,0.0,0.0,0.0,,64.90100000000001,-23.703
80,Porshofn,,Iceland,Extension,0,0,0,1997,1998,0,,,,,Berm,4.5,0.0,0.0,,,0.0,1:0,,,0.0,1:0,0.0,0.0,0.0,,66.1956,-15.34
81,Porshofn,,Iceland,New breakwater protecting new harbour ba,0,0,0,2004,2005,0,,,,,Berm,5.5,0.0,0.0,,,0.0,1:0,,,0.0,1:0,0.0,0.0,0.0,,66.194,-15.34
82,Siglufjordur,,Iceland,,0,0,0,0,1988,0,,,,,Rubble Mound,2.5,0.0,0.0,,,0.0,1:0,,,0.0,1:0,0.0,0.0,0.0,,66.1531,-18.8969
83,Skagastrond,,Iceland,Protection of caisson breakwater,0,8,0,0,1992,0,,,,,Berm,3.5,0.0,15.0,Rock,ton,8.0,1:0,,,0.0,1:0,0.0,0.0,0.0,,65.8247,-20.3113
84,Ennore Coal Port,,India,Breakwater protection works,4000,13,0,1997,2000,0,,,Haskoning,,Rubble Mound,6.5,0.0,10.0,Accropode,m3,6.0,1:1.33,,,0.0,1:0,0.0,0.0,0.0,,13.267,80.34899999999999
85,Gangavaram deepwater port,,India,2 new breakwaters,2600,15,0,2006,0,0,,,,,Rubble Mound,7.6,0.0,10.0,Accropode,m3,12.0,1:1.5,,,0.0,1:0,0.0,0.0,0.0,,17.617,83.235
86,Hazira LNG terminal,,India,Construction of two breakwaters,0,13,0,2002,2004,0,,,,,Rubble Mound,5.4,0.0,9.1,Accropode,m3,6.3,1:1.33,,,0.0,1:0,0.0,0.0,0.0,,21.0878,72.6158
87,Jaigarh Port,,India,Protection of the main breakwater,520,15,0,2008,0,0,,,,,Rubble Mound,7.5,0.0,11.0,Accropode,m3,12.0,1:1.33,,,0.0,1:0,0.0,0.0,0.0,ongoing,17.304,73.21
186,Dabhol LNG terminal,Offshore breakwater,India,,1200,10,2,1999,2001,0,,Besix / Kier JV,,,,8.3,0.0,16.0,Accropode,m3,12.0,1:1.5,,ton,0.0,1:0,0.0,0.0,0.0,Construction halted,17.5317,73.1273
246,Tuticorin,East breakwater,India,repairwork,4000,11,0,0,1994,0,Tuticorin Port Trust,,,,Rubble Mound,4.0,10.0,0.0,Cubes,ton,10.0,1:2,Cubes,ton,0.0,1:1.5,3.65,10.0,0.0,Concrete cubes only in repaired section; rest of breakwater has 6 tons rock,8.75,78.227
311,Karwar Naval Base,,India,,5000,0,0,0,0,0,,,Haskoning,,Rubble Mound,0.0,0.0,0.0,Rock,ton,20.0,1:0,,ton,0.0,1:0,0.0,0.0,0.0,,14.759,74.139
321,Kalpeni,L-shaped breakwater,India,,155,3,0,0,0,0,,,,CWPRS,Rubble Mound,5.0,0.0,0.0,Tetrapod,ton,8.0,1:1.5,Rock,ton,0.0,1:1.5,8.0,11.0,0.0,,10.071,73.64699999999999
322,Androth,,India,,530,0,0,1995,0,0,,,,CWPRS,Rubble Mound,5.0,0.0,0.0,Tetrapod,ton,8.0,1:0,,ton,0.0,1:0,0.0,0.0,0.0,,10.82,73.678
362,Madras,Wave-dissipating blocks,India,,0,0,0,0,0,0,,,,,Composite,0.0,0.0,0.0,Cubes,ton,3.0,1:0,,ton,0.0,1:0,4.5,0.0,0.0,,13.108,80.308
364,Marmagao,Wave-dissipating blocks,India,,0,0,0,0,0,0,,,,,Composite,0.0,0.0,0.0,Cubes,ton,20.0,1:0,,ton,0.0,1:0,6.5,0.0,0.0,,15.416,73.791
387,Kattupalli shipyard,,India,,2000,0,0,2010,0,0,,,,,Rubble Mound,0.0,0.0,0.0,Accropode,m3,4.0,1:0,,ton,0.0,1:0,0.0,0.0,0.0,,13.256,80.347
396,Karaikal,Private industrial harbour,India,,0,8,0,2008,0,0,,,,,Rubble Mound,4.2,0.0,12.0,Accropode,m3,3.0,1:0,,ton,0.0,1:0,0.0,0.0,0.0,in progress,10.838,79.854
409,Dahej,Breakwater protecting LNG terminal,India,,0,20,0,2001,0,0,,,,,Rubble Mound,4.6,0.0,16.0,Accropode,m3,6.3,1:1.5,,ton,0.0,1:0,0.0,0.0,0.0,in progress,21.684,72.52199999999999
507,Kattupalli shipyard,Roundheads of breakwaters,India,,2000,0,0,2010,0,0,,,,,Rubble Mound,0.0,0.0,0.0,Accropode II,m3,6.0,1:0,,ton,0.0,1:0,0.0,0.0,0.0,,13.261,80.351
520,Colachel,Main breakwater,India,,500,10,0,2009,0,0,,,,,Rubble Mound,6.0,0.0,10.0,Core-Loc,m3,3.9,1:1.5,,ton,0.0,1:0,0.0,0.0,0.0,,8.169,77.256
521,Colachel,Lee breakwater,India,,100,10,0,2009,0,0,,,,,Rubble Mound,6.0,0.0,10.0,Core-Loc,m3,3.9,1:1.5,,ton,0.0,1:0,0.0,0.0,0.0,,8.171,77.248
530,Pawas bay export facility,,India,,600,15,0,2007,0,0,,,,,Rubble Mound,6.3,0.0,10.0,Core-Loc,m3,6.2,1:1.33,,ton,0.0,1:0,0.0,0.0,0.0,,16.8884,73.2858
248,"Petrochemical site, West Java",Shore Protection,Indonesia,New construction,300,0,0,0,2004,0,,,,,Revetment,3.3,0.0,0.0,Xbloc,m3,1.0,1:1.33,,ton,0.0,1:0,0.0,0.0,0.0,,-5.88455,106.053
88,Assaluyeh 1,temporary 2-year shore protection,Iran,,2200,14,0,0,0,0,,,,,Berm,5.2,0.0,10.0,Rock,,0.0,1:0,,,0.0,1:0,0.0,0.0,0.0,,28.9462,50.8035
89,Chabahar,,Iran,,0,14,0,0,1997,0,,,,,Berm,6.5,12.0,10.9,Rock,ton,12.0,1:0,,,0.0,1:0,0.0,0.0,0.0,,25.3011,60.6131
90,Khark,,Iran,,0,7,0,0,1997,0,,,,,Berm,3.4,5.0,8.0,Rock,ton,4.0,1:1.5,,,0.0,1:0,0.0,0.0,0.0,,29.2455,50.3428
91,Konarak,,Iran,,0,0,0,0,1998,0,,,,,Berm,3.0,10.0,12.0,Rock,ton,4.0,1:0,,,0.0,1:0,0.0,0.0,0.0,,25.3549,60.4344
92,Pasabandar,,Iran,,0,7,0,0,1997,0,,,,,Berm,4.0,10.0,10.0,Rock,ton,6.0,1:0,,,0.0,1:0,0.0,0.0,0.0,,25.0697,61.4207
93,Urmia,lake shore protection,Iran,,0,9,0,0,1996,0,,,,,Berm,2.5,6.0,6.0,Rock,ton,1.0,1:2,,,0.0,1:0,0.0,0.0,0.0,,37.5869,45.2834
213,Deylam,,Iran,,0,4,0,0,0,0,,,,,Berm,2.5,6.0,0.0,Rock,ton,0.0,1:0,,ton,0.0,1:0,0.0,0.0,0.0,,30.0583,50.1435
214,Genaveh,,Iran,,0,3,0,0,0,0,,,,,Berm,2.8,6.4,0.0,Rock,ton,0.0,1:0,,ton,0.0,1:0,0.0,0.0,0.0,,29.5582,50.5051
215,Pars petrochemical complex,,Iran,,0,28,0,2002,2002,0,National Iranian Petrochemical Company,Fater Kosaran Jonoob,Sazeh Pardaz,,Berm,5.2,10.0,0.0,Rock,ton,0.0,1:0,,ton,0.0,1:0,0.0,0.0,0.0,,27.528,52.555
216,Assaluyeh 2,permanent shore protection,Iran,,2000,13,0,0,0,0,,,,,Berm,5.2,10.0,0.0,Rock,ton,0.0,1:0,,ton,0.0,1:0,0.0,0.0,0.0,,28.96,50.8093
217,Gavbandi,,Iran,,0,5,0,0,0,0,,,,,Berm,3.0,7.0,0.0,Rock,ton,0.0,1:0,,ton,0.0,1:0,0.0,0.0,0.0,,27.1262,52.9985
218,Gorzeh,,Iran,,0,18,0,0,0,0,,,,,Berm,4.8,9.0,0.0,Rock,ton,0.0,1:0,,ton,0.0,1:0,0.0,0.0,0.0,,26.7166,53.9287
219,Kish,,Iran,,0,18,0,0,0,0,,,,,Berm,4.5,9.0,0.0,Rock,ton,0.0,1:0,,ton,0.0,1:0,0.0,0.0,0.0,,26.5692,54.006
220,Band Kong,,Iran,,0,3,0,0,0,0,,,,,Berm,2.5,6.0,0.0,Rock,ton,0.0,1:0,,ton,0.0,1:0,0.0,0.0,0.0,,26.5928,54.9497
221,Kuhin,,Iran,,0,4,0,0,0,0,,,,,Berm,2.5,6.0,0.0,Rock,ton,0.0,1:0,,ton,0.0,1:0,0.0,0.0,0.0,,0.0,0.0
222,Shenas,,Iran,,0,9,0,0,0,0,,,,,Berm,4.6,9.0,0.0,Rock,ton,0.0,1:0,,ton,0.0,1:0,0.0,0.0,0.0,,26.5077,54.805
223,Bandar Lengeh,,Iran,,0,10,0,0,0,0,,,,,Berm,4.5,9.0,0.0,Rock,ton,0.0,1:0,,ton,0.0,1:0,0.0,0.0,0.0,,26.5496,54.8913
224,Abu Musa,,Iran,,0,12,0,0,0,0,,,,,Berm,4.8,10.0,0.0,Rock,ton,0.0,1:0,,ton,0.0,1:0,0.0,0.0,0.0,,25.8719,55.012
225,Basaedu,,Iran,,0,7,0,0,0,0,,,,,Berm,2.3,5.9,0.0,Rock,ton,0.0,1:0,,ton,0.0,1:0,0.0,0.0,0.0,,26.6612,55.2703
